shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S10012,45.509052,-73.808669,140034,36.351
S10012,45.509846,-73.812202,140035,36.641
S10012,45.509846,-73.812202,150001,36.641
S10012,45.510165,-73.813617,150002,36.757
S10012,45.510286,-73.814147,150003,36.801
S10012,45.510410,-73.814677,150004,36.844
S10012,45.510537,-73.815205,150005,36.888
S10012,45.510538,-73.815207,150006,36.888
S10012,45.510686,-73.815812,150007,36.938
S10012,45.510834,-73.816417,150008,36.988
S10012,45.510834,-73.816418,150009,36.988
S10012,45.510963,-73.816953,150010,37.032
S10012,45.511088,-73.817487,150011,37.076
S10012,45.511211,-73.818024,150012,37.120
S10012,45.511385,-73.818799,150013,37.184
S10012,45.511522,-73.819409,150014,37.234
S10012,45.511659,-73.820018,150015,37.284
S10012,45.511864,-73.820934,150016,37.359
S10012,45.512001,-73.821556,150017,37.410
S10012,45.512130,-73.822181,150018,37.461
S10012,45.512254,-73.822808,150019,37.511
S10012,45.512371,-73.823438,150020,37.562
S10012,45.512481,-73.824070,150021,37.613
S10012,45.512556,-73.824522,150022,37.650
S10012,45.512627,-73.824974,150023,37.686
S10012,45.512695,-73.825429,150024,37.722
S10012,45.512761,-73.825883,150025,37.758
S10012,45.512832,-73.826415,150026,37.801
S10012,45.512899,-73.826949,150027,37.843
S10012,45.512962,-73.827483,150028,37.885
S10012,45.513020,-73.828020,150029,37.928
S10012,45.513150,-73.829270,150030,38.026
S10012,45.513158,-73.829359,150031,38.034
S10012,45.513171,-73.829486,150032,38.044
S10012,45.513185,-73.829613,150033,38.054
S10012,45.513227,-73.830079,150034,38.090
S10012,45.513239,-73.830207,150035,38.100
S10012,45.513248,-73.830334,150036,38.110
S10012,45.513255,-73.830412,150037,38.117
S10012,45.513349,-73.831577,150038,38.208
S10012,45.513358,-73.831704,150039,38.218
S10012,45.513370,-73.831832,150040,38.228
S10012,45.513412,-73.832292,150041,38.264
S10012,45.513425,-73.832419,150042,38.275
S10012,45.513438,-73.832545,150043,38.285
S10012,45.513616,-73.834261,150044,38.420
S10012,45.513694,-73.835021,150045,38.480
S10012,45.514433,-73.842161,150046,39.044
S10012,45.514511,-73.842920,150047,39.104
S10012,45.514534,-73.843142,150048,39.121
S10012,45.514561,-73.843395,150049,39.141
S10012,45.514592,-73.843646,150050,39.161
S10012,45.514624,-73.843859,150051,39.178
S10012,45.514661,-73.844069,150052,39.195
S10012,45.514703,-73.844278,150053,39.212
S10012,45.514752,-73.844483,150054,39.229
S10012,45.514806,-73.844686,150055,39.246
S10012,45.514864,-73.844886,150056,39.263
S10012,45.514926,-73.845074,150057,39.279
S10012,45.514993,-73.845259,150058,39.295
S10012,45.515063,-73.845441,150059,39.312
S10012,45.515139,-73.845618,150060,39.328
S10012,45.515217,-73.845789,150061,39.344
S10012,45.515299,-73.845956,150062,39.359
S10012,45.515386,-73.846118,150063,39.375
S10012,45.515477,-73.846276,150064,39.391
S10012,45.515572,-73.846429,150065,39.407
S10012,45.515695,-73.846614,150066,39.427
S10012,45.515822,-73.846796,150067,39.447
S10012,45.517250,-73.848839,150068,39.672
S10012,45.517347,-73.848979,150069,39.688
S10012,45.517445,-73.849122,150070,39.703
S10012,45.517546,-73.849276,150071,39.720
S10012,45.517645,-73.849433,150072,39.736
S10012,45.517736,-73.849583,150073,39.752
S10012,45.517826,-73.849735,150074,39.767
S10012,45.517884,-73.849831,150075,39.777
S10012,45.518232,-73.850418,150076,39.837
S10012,45.518292,-73.850520,150077,39.847
S10012,45.518381,-73.850671,150078,39.863
S10012,45.518473,-73.850822,150079,39.878
S10012,45.518569,-73.850974,150080,39.895
S10012,45.518669,-73.851126,150081,39.911
S10012,45.518766,-73.851267,150082,39.926
S10012,45.518863,-73.851409,150083,39.942
S10012,45.518935,-73.851512,150084,39.953
S10012,45.519316,-73.852057,150085,40.013
S10012,45.519825,-73.852787,150086,40.093
S10012,45.519825,-73.852787,160001,40.093
S10012,45.520101,-73.853180,160002,40.137
S10012,45.520337,-73.853516,160003,40.174
S10012,45.520459,-73.853687,160004,40.193
S10012,45.520843,-73.854226,160005,40.253
S10012,45.521001,-73.854447,160006,40.277
S10012,45.521238,-73.854783,160007,40.315
S10012,45.521296,-73.854865,160008,40.324
S10012,45.521676,-73.855410,160009,40.384
S10012,45.521750,-73.855517,160010,40.395
S10012,45.521990,-73.855864,160011,40.433
S10012,45.522107,-73.856041,160012,40.452
S10012,45.522222,-73.856222,160013,40.471
S10012,45.522341,-73.856424,160014,40.492
S10012,45.522455,-73.856632,160015,40.513
S10012,45.522564,-73.856845,160016,40.533
S10012,45.522666,-73.857065,160017,40.554
S10012,45.522765,-73.857290,160018,40.574
S10012,45.522843,-73.857483,160019,40.592
S10012,45.522918,-73.857681,160020,40.609
S10012,45.522988,-73.857882,160021,40.627
S10012,45.523054,-73.858085,160022,40.644
S10012,45.523128,-73.858334,160023,40.665
S10012,45.523194,-73.858587,160024,40.687
S10012,45.523256,-73.858842,160025,40.708
S10012,45.523309,-73.859099,160026,40.729
S10012,45.523357,-73.859361,160027,40.750
S10012,45.523388,-73.859554,160028,40.765
S10012,45.523414,-73.859749,160029,40.781
S10012,45.523438,-73.859945,160030,40.796
S10012,45.523457,-73.860142,160031,40.812
S10012,45.523472,-73.860327,160032,40.826
S10012,45.523484,-73.860512,160033,40.841
S10012,45.523492,-73.860699,160034,40.855
S10012,45.523498,-73.860943,160035,40.874
S10012,45.523500,-73.861186,160036,40.894
S10012,45.523497,-73.861672,160037,40.931
S10012,45.523488,-73.862586,160038,41.003
S10012,45.523488,-73.862586,170001,41.003
S10012,45.523480,-73.863422,170002,41.068
S10012,45.523472,-73.864190,170003,41.128
S10012,45.523451,-73.866233,170004,41.288
S10012,45.523448,-73.866493,170005,41.308
S10012,45.523439,-73.867361,170006,41.376
S10012,45.523432,-73.868112,170007,41.435
S10012,45.523428,-73.868752,170008,41.485
S10012,45.523428,-73.868752,170009,41.485
S10012,45.523430,-73.868965,170010,41.501
S10012,45.523436,-73.869179,170011,41.518
S10012,45.523445,-73.869391,170012,41.535
S10012,45.523445,-73.869391,170013,41.535
S10012,45.523461,-73.869654,170014,41.555
S10012,45.523485,-73.869915,170015,41.576
S10012,45.523515,-73.870175,170016,41.596
S10012,45.523552,-73.870433,170017,41.617
S10012,45.523594,-73.870689,170018,41.637
S10012,45.523644,-73.870943,170019,41.658
S10012,45.523699,-73.871194,170020,41.679
S10012,45.523762,-73.871443,170021,41.699
S10012,45.523830,-73.871688,170022,41.720
S10012,45.523904,-73.871929,170023,41.740
S10012,45.523985,-73.872166,170024,41.761
S10012,45.524072,-73.872398,170025,41.782
S10012,45.524072,-73.872398,170026,41.782
S10012,45.524146,-73.872584,170027,41.798
S10012,45.524223,-73.872765,170028,41.815
S10012,45.524305,-73.872945,170029,41.831
S10012,45.524305,-73.872945,170030,41.831
S10012,45.524390,-73.873120,170031,41.848
S10012,45.524479,-73.873292,170032,41.865
S10012,45.524571,-73.873459,170033,41.881
S10012,45.524571,-73.873459,170034,41.881
S10012,45.524682,-73.873649,170035,41.901
S10012,45.524799,-73.873834,170036,41.920
S10012,45.524919,-73.874014,170037,41.940
S10012,45.525043,-73.874187,170038,41.959
S10012,45.525171,-73.874354,170039,41.978
S10012,45.525171,-73.874354,170040,41.978
S10012,45.525284,-73.874493,170041,41.995
S10012,45.525400,-73.874630,170042,42.011
S10012,45.525518,-73.874761,170043,42.028
S10012,45.525518,-73.874761,170044,42.028
S10012,45.525878,-73.875145,170045,42.078
S10012,45.525878,-73.875145,170046,42.078
S10012,45.526207,-73.875491,170047,42.124
S10012,45.526536,-73.875839,170048,42.169
S10012,45.526865,-73.876186,170049,42.215
S10012,45.527194,-73.876532,170050,42.260
S10012,45.527549,-73.876906,170051,42.309
S10012,45.527828,-73.877201,170052,42.348
S10012,45.528108,-73.877495,170053,42.386
S10012,45.528340,-73.877739,170054,42.419
S10012,45.529823,-73.879302,170055,42.624
S10012,45.530167,-73.879664,170056,42.671
S10012,45.530510,-73.880025,170057,42.719
S10012,45.530785,-73.880316,170058,42.757
S10012,45.531147,-73.880698,170059,42.807
S10012,45.531508,-73.881078,170060,42.857
S10012,45.531725,-73.881307,170061,42.887
S10012,45.532159,-73.881765,170062,42.947
S10012,45.532620,-73.882249,170063,43.010
S10012,45.533054,-73.882707,170064,43.070
S10012,45.534360,-73.884084,170065,43.251
S10012,45.534613,-73.884351,170066,43.286
S10012,45.534867,-73.884618,170067,43.321
S10012,45.535566,-73.885354,170068,43.418
S10012,45.535783,-73.885583,170069,43.448
S10012,45.536000,-73.885811,170070,43.478
S10012,45.536037,-73.885851,170071,43.483
S10012,45.536145,-73.885966,170072,43.498
S10012,45.536251,-73.886086,170073,43.513
S10012,45.536334,-73.886189,170074,43.525
S10012,45.536413,-73.886297,170075,43.537
S10012,45.536488,-73.886410,170076,43.550
S10012,45.536560,-73.886530,170077,43.562
S10012,45.536644,-73.886680,170078,43.577
S10012,45.536723,-73.886835,170079,43.592
S10012,45.537274,-73.887908,170080,43.696
S10012,45.537274,-73.887908,180001,43.696
S10012,45.537527,-73.888402,180002,43.743
S10012,45.537593,-73.888532,180003,43.756
S10012,45.537657,-73.888663,180004,43.768
S10012,45.537723,-73.888812,180005,43.782
S10012,45.537785,-73.888964,180006,43.796
S10012,45.537842,-73.889122,180007,43.810
S10012,45.537894,-73.889283,180008,43.824
S10012,45.537940,-73.889446,180009,43.837
S10012,45.537977,-73.889597,180010,43.850
S10012,45.538013,-73.889750,180011,43.862
S10012,45.538034,-73.889838,180012,43.870
S10012,45.538202,-73.890568,180013,43.930
S10012,45.539042,-73.894197,180014,44.228
S10012,45.539210,-73.894927,180015,44.288
S10012,45.539748,-73.897251,180016,44.479
S10012,45.539843,-73.897664,180017,44.513
S10012,45.539939,-73.898078,180018,44.547
S10012,45.540035,-73.898491,180019,44.581
S10012,45.540131,-73.898906,180020,44.615
S10012,45.540220,-73.899293,180021,44.647
S10012,45.540291,-73.899596,180022,44.672
S10012,45.540365,-73.899898,180023,44.697
S10012,45.540429,-73.900141,180024,44.717
S10012,45.540496,-73.900381,180025,44.737
S10012,45.540567,-73.900618,180026,44.758
S10012,45.540643,-73.900853,180027,44.778
S10012,45.540722,-73.901085,180028,44.798
S10012,45.540805,-73.901315,180029,44.818
S10012,45.540892,-73.901543,180030,44.838
S10012,45.540982,-73.901767,180031,44.859
S10012,45.541076,-73.901988,180032,44.879
S10012,45.541174,-73.902207,180033,44.899
S10012,45.541275,-73.902421,180034,44.919
S10012,45.541379,-73.902632,180035,44.939
S10012,45.541513,-73.902889,180036,44.964
S10012,45.541649,-73.903143,180037,44.989
S10012,45.542093,-73.903969,180038,45.071
S10012,45.542253,-73.904266,180039,45.100
S10012,45.542413,-73.904563,180040,45.129
S10012,45.542573,-73.904861,180041,45.158
S10012,45.542734,-73.905158,180042,45.187
S10012,45.543943,-73.907404,180043,45.408
S10012,45.543998,-73.907505,180044,45.418
S10012,45.544052,-73.907607,180045,45.428
S10012,45.544170,-73.907837,180046,45.451
S10012,45.544285,-73.908071,180047,45.473
S10012,45.544396,-73.908307,180048,45.495
S10012,45.544476,-73.908486,180049,45.512
S10012,45.544554,-73.908666,180050,45.528
S10012,45.544630,-73.908847,180051,45.545
S10012,45.544704,-73.909030,180052,45.561
S10012,45.544775,-73.909217,180053,45.578
S10012,45.544845,-73.909403,180054,45.594
S10012,45.544911,-73.909592,180055,45.611
S10012,45.544977,-73.909782,180056,45.627
S10012,45.545061,-73.910041,180057,45.650
S10012,45.545141,-73.910301,180058,45.672
S10012,45.545218,-73.910566,180059,45.694
S10012,45.545250,-73.910685,180060,45.704
S10012,45.545282,-73.910804,180061,45.714
S10012,45.545321,-73.910948,180062,45.726
S10012,45.545418,-73.911307,180063,45.756
S10012,45.545516,-73.911665,180064,45.786
S10012,45.545713,-73.912393,180065,45.847
S10013,45.438003,-73.430645,10001,0.000
S10013,45.438189,-73.430060,10002,0.050
S10013,45.438301,-73.429711,10003,0.080
S10013,45.438412,-73.429361,10004,0.110
S10013,45.438572,-73.428858,10005,0.153
S10013,45.438743,-73.428321,10006,0.200
S10013,45.438826,-73.428062,10007,0.222
S10013,45.438894,-73.427847,10008,0.240
S10013,45.439019,-73.427466,10009,0.273
S10013,45.439064,-73.427340,10010,0.284
S10013,45.439111,-73.427218,10011,0.295
S10013,45.439161,-73.427097,10012,0.306
S10013,45.439226,-73.426958,10013,0.319
S10013,45.439295,-73.426822,10014,0.332
S10013,45.439369,-73.426693,10015,0.345
S10013,45.439447,-73.426569,10016,0.358
S10013,45.439530,-73.426451,10017,0.371
S10013,45.439617,-73.426339,10018,0.384
S10013,45.439708,-73.426234,10019,0.397
S10013,45.439802,-73.426135,10020,0.410
S10013,45.439900,-73.426043,10021,0.423
S10013,45.440001,-73.425959,10022,0.436
S10013,45.440105,-73.425881,10023,0.449
S10013,45.440215,-73.425809,10024,0.463
S10013,45.440328,-73.425746,10025,0.476
S10013,45.440443,-73.425691,10026,0.490
S10013,45.440559,-73.425645,10027,0.503
S10013,45.440678,-73.425608,10028,0.517
S10013,45.440798,-73.425578,10029,0.530
S10013,45.440918,-73.425559,10030,0.544
S10013,45.441039,-73.425548,10031,0.557
S10013,45.441160,-73.425547,10032,0.571
S10013,45.441281,-73.425554,10033,0.584
S10013,45.441402,-73.425571,10034,0.598
S10013,45.441522,-73.425596,10035,0.611
S10013,45.441641,-73.425631,10036,0.625
S10013,45.441758,-73.425674,10037,0.638
S10013,45.441874,-73.425726,10038,0.651
S10013,45.441987,-73.425787,10039,0.665
S10013,45.442100,-73.425858,10040,0.679
S10013,45.442209,-73.425935,10041,0.692
S10013,45.442316,-73.426022,10042,0.706
S10013,45.442419,-73.426117,10043,0.720
S10013,45.442519,-73.426219,10044,0.733
S10013,45.442614,-73.426329,10045,0.747
S10013,45.442698,-73.426435,10046,0.759
S10013,45.442779,-73.426546,10047,0.772
S10013,45.442857,-73.426662,10048,0.784
S10013,45.442931,-73.426782,10049,0.797
S10013,45.443075,-73.427027,10050,0.822
S10013,45.443216,-73.427276,10051,0.847
S10013,45.443601,-73.427967,10052,0.916
S10013,45.443723,-73.428188,10053,0.938
S10013,45.443846,-73.428409,10054,0.960
S10013,45.443969,-73.428630,10055,0.982
S10013,45.444092,-73.428851,10056,1.004
S10013,45.444470,-73.429531,10057,1.072
S10013,45.444805,-73.430133,10058,1.132
S10013,45.445218,-73.430875,10059,1.206
S10013,45.445335,-73.431086,10060,1.227
S10013,45.445454,-73.431294,10061,1.248
S10013,45.445599,-73.431542,10062,1.273
S10013,45.445748,-73.431786,10063,1.298
S10013,45.445900,-73.432024,10064,1.323
S10013,45.446056,-73.432260,10065,1.349
S10013,45.446095,-73.432316,10066,1.355
S10013,45.446227,-73.432506,10067,1.376
S10013,45.446361,-73.432696,10068,1.397
S10013,45.446437,-73.432802,10069,1.409
S10013,45.446947,-73.433524,10070,1.489
S10013,45.446947,-73.433524,20001,1.489
S10013,45.447363,-73.434112,20002,1.554
S10013,45.447512,-73.434322,20003,1.577
S10013,45.447746,-73.434652,20004,1.614
S10013,45.447961,-73.434959,20005,1.648
S10013,45.448657,-73.435946,20006,1.757
S10013,45.448925,-73.436324,20007,1.799
S10013,45.449193,-73.436700,20008,1.841
S10013,45.450485,-73.438494,20009,2.042
S10013,45.451257,-73.439568,20010,2.162
S10013,45.452472,-73.441256,20011,2.350
S10013,45.452925,-73.441885,20012,2.421
S10013,45.453351,-73.442479,20013,2.487
S10013,45.453804,-73.443114,20014,2.558
S10013,45.454258,-73.443749,20015,2.629
S10013,45.454559,-73.444166,20016,2.675
S10013,45.454711,-73.444372,20017,2.699
S10013,45.455047,-73.444826,20018,2.750
S10013,45.455291,-73.445157,20019,2.788
S10013,45.455536,-73.445487,20020,2.825
S10013,45.455736,-73.445759,20021,2.856
S10013,45.455935,-73.446033,20022,2.887
S10013,45.456179,-73.446375,20023,2.925
S10013,45.456424,-73.446716,20024,2.963
S10013,45.456804,-73.447247,20025,3.022
S10013,45.457388,-73.448070,20026,3.114
S10013,45.458179,-73.449191,20027,3.238
S10013,45.458452,-73.449574,20028,3.280
S10013,45.458725,-73.449956,20029,3.323
S10013,45.458895,-73.450193,20030,3.349
S10013,45.459336,-73.450803,20031,3.418
S10013,45.459776,-73.451414,20032,3.486
S10013,45.462501,-73.455194,20033,3.909
S10013,45.462745,-73.455534,20034,3.947
S10013,45.462864,-73.455708,20035,3.966
S10013,45.462982,-73.455886,20036,3.986
S10013,45.463076,-73.456033,20037,4.001
S10013,45.463167,-73.456184,20038,4.017
S10013,45.463295,-73.456407,20039,4.039
S10013,45.463418,-73.456636,20040,4.062
S10013,45.463536,-73.456870,20041,4.084
S10013,45.463649,-73.457109,20042,4.107
S10013,45.463756,-73.457353,20043,4.129
S10013,45.463858,-73.457603,20044,4.152
S10013,45.463954,-73.457857,20045,4.174
S10013,45.464045,-73.458114,20046,4.197
S10013,45.464130,-73.458376,20047,4.219
S10013,45.464208,-73.458641,20048,4.242
S10013,45.464281,-73.458910,20049,4.264
S10013,45.464348,-73.459182,20050,4.287
S10013,45.464407,-73.459447,20051,4.309
S10013,45.464459,-73.459715,20052,4.330
S10013,45.464507,-73.459984,20053,4.352
S10013,45.464549,-73.460257,20054,4.374
S10013,45.464584,-73.460530,20055,4.396
S10013,45.464614,-73.460805,20056,4.418
S10013,45.464638,-73.461082,20057,4.439
S10013,45.464654,-73.461323,20058,4.458
S10013,45.464666,-73.461566,20059,4.477
S10013,45.464686,-73.462052,20060,4.516
S10013,45.464703,-73.462511,20061,4.551
S10013,45.464727,-73.463149,20062,4.601
S10013,45.464750,-73.463787,20063,4.652
S10013,45.464803,-73.465202,20064,4.762
S10013,45.464819,-73.465628,20065,4.796
S10013,45.464835,-73.466055,20066,4.829
S10013,45.464850,-73.466422,20067,4.858
S10013,45.464867,-73.466787,20068,4.886
S10013,45.464873,-73.466924,20069,4.897
S10013,45.464913,-73.467750,20070,4.962
S10013,45.464934,-73.468177,20071,4.995
S10013,45.464951,-73.468544,20072,5.024
S10013,45.464965,-73.468911,20073,5.053
S10013,45.464976,-73.469218,20074,5.077
S10013,45.465012,-73.470171,20075,5.152
S10013,45.465012,-73.470171,30001,5.152
S10013,45.465058,-73.471395,30002,5.247
S10013,45.465062,-73.471523,30003,5.257
S10013,45.465075,-73.471908,30004,5.287
S10013,45.465086,-73.472291,30005,5.317
S10013,45.465096,-73.472894,30006,5.364
S10013,45.465104,-73.473353,30007,5.400
S10013,45.465104,-73.473353,30008,5.400
S10013,45.465107,-73.473492,30009,5.411
S10013,45.465107,-73.473492,30010,5.411
S10013,45.465117,-73.473933,30011,5.446
S10013,45.465117,-73.473933,30012,5.446
S10013,45.465131,-73.474376,30013,5.480
S10013,45.465141,-73.474667,30014,5.503
S10013,45.465199,-73.476272,30015,5.629
S10013,45.465199,-73.476272,30016,5.629
S10013,45.465208,-73.476496,30017,5.646
S10013,45.465227,-73.476974,30018,5.684
S10013,45.465262,-73.477675,30019,5.739
S10013,45.465284,-73.478033,30020,5.767
S10013,45.465305,-73.478374,30021,5.794
S10013,45.465305,-73.478374,30022,5.794
S10013,45.465331,-73.478757,30023,5.824
S10013,45.465358,-73.479138,30024,5.854
S10013,45.465358,-73.479138,30025,5.854
S10013,45.465375,-73.479359,30026,5.871
S10013,45.465585,-73.482019,30027,6.080
S10013,45.465585,-73.482019,30028,6.080
S10013,45.465641,-73.482689,30029,6.133
S10013,45.465703,-73.483356,30030,6.186
S10013,45.465773,-73.484023,30031,6.239
S10013,45.465848,-73.484689,30032,6.291
S10013,45.465930,-73.485353,30033,6.344
S10013,45.465930,-73.485353,30034,6.344
S10013,45.465976,-73.485708,30035,6.372
S10013,45.466025,-73.486062,30036,6.401
S10013,45.466122,-73.486758,30037,6.456
S10013,45.466219,-73.487452,30038,6.511
S10013,45.466219,-73.487452,30039,6.511
S10013,45.466334,-73.488285,30040,6.578
S10013,45.466334,-73.488285,30041,6.578
S10013,45.466447,-73.489117,30042,6.644
S10013,45.466447,-73.489117,30043,6.644
S10013,45.466628,-73.490458,30044,6.751
S10013,45.466802,-73.491800,30045,6.857
S10013,45.466974,-73.493143,30046,6.964
S10013,45.466974,-73.493143,30047,6.964
S10013,45.467095,-73.494106,30048,7.041
S10013,45.467213,-73.495071,30049,7.117
S10013,45.467213,-73.495071,30050,7.117
S10013,45.467330,-73.496036,30051,7.194
S10013,45.467444,-73.497003,30052,7.271
S10013,45.467444,-73.497003,30053,7.271
S10013,45.467556,-73.497968,30054,7.347
S10013,45.467666,-73.498935,30055,7.424
S10013,45.467666,-73.498935,30056,7.424
S10013,45.467774,-73.499903,30057,7.500
S10013,45.467881,-73.500870,30058,7.577
S10013,45.467881,-73.500870,30059,7.577
S10013,45.467984,-73.501839,30060,7.653
S10013,45.468086,-73.502807,30061,7.730
S10013,45.468293,-73.504795,30062,7.887
S10013,45.468499,-73.506781,30063,8.044
S10013,45.468705,-73.508768,30064,8.201
S10013,45.468912,-73.510754,30065,8.358
S10013,45.468912,-73.510754,30066,8.358
S10013,45.468996,-73.511579,30067,8.423
S10013,45.469078,-73.512404,30068,8.488
S10013,45.469078,-73.512404,30069,8.488
S10013,45.469158,-73.513229,30070,8.553
S10013,45.469234,-73.514055,30071,8.619
S10013,45.469234,-73.514055,30072,8.619
S10013,45.469308,-73.514881,30073,8.684
S10013,45.469379,-73.515708,30074,8.749
S10013,45.469379,-73.515708,30075,8.749
S10013,45.469449,-73.516535,30076,8.814
S10013,45.469515,-73.517362,30077,8.879
S10013,45.469515,-73.517362,30078,8.879
S10013,45.469515,-73.517362,30079,8.879
S10013,45.469614,-73.518661,30080,8.981
S10013,45.469707,-73.519960,30081,9.083
S10013,45.469793,-73.521259,30082,9.185
S10013,45.469874,-73.522560,30083,9.288
S10013,45.469948,-73.523861,30084,9.390
S10013,45.470016,-73.525163,30085,9.492
S10013,45.470077,-73.526465,30086,9.594
S10013,45.470132,-73.527768,30087,9.696
S10013,45.470180,-73.529072,30088,9.798
S10013,45.470223,-73.530376,30089,9.900
S10013,45.470260,-73.531680,30090,10.002
S10013,45.470289,-73.532985,30091,10.104
S10013,45.470313,-73.534290,30092,10.206
S10013,45.470313,-73.534290,30093,10.206
S10013,45.470319,-73.534793,30094,10.245
S10013,45.470325,-73.535605,30095,10.309
S10013,45.470325,-73.535605,30096,10.309
S10013,45.470330,-73.536274,30097,10.361
S10013,45.470339,-73.537011,30098,10.419
S10013,45.470344,-73.537412,30099,10.450
S10013,45.470357,-73.538538,30100,10.538
S10013,45.470357,-73.538538,40001,10.538
S10013,45.470371,-73.539771,40002,10.635
S10013,45.470372,-73.539869,40003,10.642
S10013,45.470372,-73.539869,40004,10.642
S10013,45.470374,-73.540067,40005,10.658
S10013,45.470374,-73.540067,40006,10.658
S10013,45.470378,-73.540266,40007,10.673
S10013,45.470378,-73.540266,40008,10.673
S10013,45.470388,-73.540639,40009,10.703
S10013,45.470388,-73.540639,40010,10.703
S10013,45.470395,-73.540836,40011,10.718
S10013,45.470395,-73.540836,40012,10.718
S10013,45.470404,-73.541034,40013,10.733
S10013,45.470411,-73.541179,40014,10.745
S10013,45.470521,-73.543684,40015,10.941
S10013,45.470521,-73.543684,40016,10.941
S10013,45.470535,-73.543955,40017,10.962
S10013,45.470551,-73.544225,40018,10.984
S10013,45.470551,-73.544225,40019,10.984
S10013,45.470565,-73.544406,40020,10.998
S10013,45.470585,-73.544583,40021,11.012
S10013,45.470611,-73.544761,40022,11.026
S10013,45.470611,-73.544761,40023,11.026
S10013,45.470638,-73.544911,40024,11.038
S10013,45.470669,-73.545059,40025,11.050
S10013,45.470706,-73.545205,40026,11.062
S10013,45.470706,-73.545205,40027,11.062
S10013,45.470754,-73.545369,40028,11.076
S10013,45.470808,-73.545527,40029,11.090
S10013,45.470867,-73.545683,40030,11.104
S10013,45.470867,-73.545683,40031,11.104
S10013,45.470933,-73.545834,40032,11.118
S10013,45.471004,-73.545979,40033,11.132
S10013,45.471080,-73.546120,40034,11.146
S10013,45.471080,-73.546120,40035,11.146
S10013,45.471163,-73.546257,40036,11.160
S10013,45.471250,-73.546388,40037,11.174
S10013,45.471341,-73.546514,40038,11.188
S10013,45.471341,-73.546514,40039,11.188
S10013,45.471482,-73.546697,40040,11.209
S10013,45.471625,-73.546879,40041,11.230
S10013,45.472187,-73.547580,40042,11.313
S10013,45.472187,-73.547580,40043,11.313
S10013,45.472340,-73.547768,40044,11.336
S10013,45.472495,-73.547954,40045,11.358
S10013,45.472495,-73.547954,40046,11.358
S10013,45.472601,-73.548073,40047,11.373
S10013,45.472710,-73.548184,40048,11.388
S10013,45.472823,-73.548288,40049,11.403
S10013,45.472823,-73.548288,40050,11.403
S10013,45.472927,-73.548375,40051,11.417
S10013,45.473035,-73.548453,40052,11.430
S10013,45.473145,-73.548525,40053,11.444
S10013,45.473258,-73.548587,40054,11.457
S10013,45.473373,-73.548641,40055,11.471
S10013,45.473373,-73.548641,40056,11.471
S10013,45.473481,-73.548685,40057,11.483
S10013,45.473590,-73.548721,40058,11.495
S10013,45.473700,-73.548749,40059,11.508
S10013,45.473700,-73.548749,40060,11.508
S10013,45.473812,-73.548771,40061,11.521
S10013,45.473923,-73.548785,40062,11.533
S10013,45.474035,-73.548791,40063,11.545
S10013,45.474035,-73.548791,40064,11.545
S10013,45.474147,-73.548790,40065,11.558
S10013,45.474259,-73.548781,40066,11.570
S10013,45.474371,-73.548765,40067,11.583
S10013,45.474371,-73.548765,40068,11.583
S10013,45.474482,-73.548742,40069,11.595
S10013,45.474592,-73.548710,40070,11.608
S10013,45.474701,-73.548672,40071,11.620
S10013,45.474701,-73.548672,40072,11.620
S10013,45.474816,-73.548623,40073,11.634
S10013,45.474929,-73.548566,40074,11.647
S10013,45.475040,-73.548501,40075,11.660
S10013,45.475149,-73.548428,40076,11.674
S10013,45.475254,-73.548347,40077,11.687
S10013,45.475357,-73.548259,40078,11.700
S10013,45.475457,-73.548163,40079,11.714
S10013,45.475553,-73.548061,40080,11.727
S10013,45.475553,-73.548061,40081,11.727
S10013,45.475657,-73.547940,40082,11.742
S10013,45.475757,-73.547811,40083,11.757
S10013,45.475851,-73.547675,40084,11.772
S10013,45.475851,-73.547675,40085,11.772
S10013,45.475990,-73.547465,40086,11.794
S10013,45.476127,-73.547253,40087,11.817
S10013,45.476406,-73.546812,40088,11.863
S10013,45.476685,-73.546372,40089,11.910
S10013,45.476685,-73.546372,40090,11.910
S10013,45.476899,-73.546039,40091,11.945
S10013,45.476899,-73.546039,40092,11.945
S10013,45.477007,-73.545875,40093,11.962
S10013,45.477117,-73.545715,40094,11.980
S10013,45.477117,-73.545715,40095,11.980
S10013,45.477117,-73.545715,40096,11.980
S10013,45.477253,-73.545531,40097,12.001
S10013,45.477393,-73.545352,40098,12.022
S10013,45.477537,-73.545181,40099,12.043
S10013,45.477684,-73.545017,40100,12.063
S10013,45.477837,-73.544860,40101,12.084
S10013,45.477991,-73.544711,40102,12.105
S10013,45.478151,-73.544569,40103,12.126
S10013,45.478313,-73.544433,40104,12.147
S10013,45.478478,-73.544307,40105,12.168
S10013,45.478646,-73.544188,40106,12.189
S10013,45.478816,-73.544077,40107,12.209
S10013,45.478990,-73.543975,40108,12.230
S10013,45.479165,-73.543880,40109,12.251
S10013,45.479342,-73.543795,40110,12.272
S10013,45.479342,-73.543795,40111,12.272
S10013,45.479494,-73.543728,40112,12.290
S10013,45.479647,-73.543667,40113,12.307
S10013,45.479647,-73.543667,40114,12.307
S10013,45.479952,-73.543552,40115,12.342
S10013,45.480438,-73.543373,40116,12.398
S10013,45.481526,-73.542971,40117,12.523
S10013,45.482049,-73.542779,40118,12.583
