shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S10011,45.482982,-73.542522,150201,33.151
S10011,45.482064,-73.542860,150202,33.256
S10011,45.481541,-73.543053,150203,33.316
S10011,45.480448,-73.543457,150204,33.442
S10011,45.479966,-73.543634,150205,33.497
S10011,45.479661,-73.543749,150206,33.532
S10011,45.479661,-73.543749,150207,33.532
S10011,45.479510,-73.543810,150208,33.550
S10011,45.479360,-73.543875,150209,33.567
S10011,45.479360,-73.543875,150210,33.567
S10011,45.479184,-73.543961,150211,33.588
S10011,45.479010,-73.544054,150212,33.608
S10011,45.478839,-73.544155,150213,33.629
S10011,45.478671,-73.544265,150214,33.650
S10011,45.478504,-73.544382,150215,33.670
S10011,45.478342,-73.544508,150216,33.691
S10011,45.478181,-73.544641,150217,33.711
S10011,45.478025,-73.544781,150218,33.732
S10011,45.477871,-73.544929,150219,33.753
S10011,45.477721,-73.545084,150220,33.773
S10011,45.477575,-73.545246,150221,33.794
S10011,45.477432,-73.545415,150222,33.815
S10011,45.477295,-73.545591,150223,33.835
S10011,45.477160,-73.545774,150224,33.856
S10011,45.477160,-73.545774,150225,33.856
S10011,45.477160,-73.545774,150226,33.856
S10011,45.477050,-73.545933,150227,33.873
S10011,45.476943,-73.546096,150228,33.891
S10011,45.476943,-73.546096,150229,33.891
S10011,45.476730,-73.546427,150230,33.926
S10011,45.476730,-73.546427,150231,33.926
S10011,45.476452,-73.546866,150232,33.972
S10011,45.476174,-73.547306,150233,34.018
S10011,45.476036,-73.547520,150234,34.041
S10011,45.475895,-73.547731,150235,34.064
S10011,45.475895,-73.547731,150236,34.064
S10011,45.475799,-73.547869,150237,34.079
S10011,45.475698,-73.548000,150238,34.094
S10011,45.475593,-73.548124,150239,34.109
S10011,45.475593,-73.548124,150240,34.109
S10011,45.475495,-73.548230,150241,34.123
S10011,45.475393,-73.548327,150242,34.136
S10011,45.475288,-73.548418,150243,34.150
S10011,45.475179,-73.548501,150244,34.164
S10011,45.475067,-73.548576,150245,34.178
S10011,45.474954,-73.548643,150246,34.191
S10011,45.474838,-73.548701,150247,34.205
S10011,45.474720,-73.548752,150248,34.218
S10011,45.474720,-73.548752,150249,34.218
S10011,45.474607,-73.548792,150250,34.231
S10011,45.474494,-73.548824,150251,34.244
S10011,45.474380,-73.548848,150252,34.257
S10011,45.474380,-73.548848,150253,34.257
S10011,45.474264,-73.548866,150254,34.270
S10011,45.474149,-73.548875,150255,34.283
S10011,45.474033,-73.548876,150256,34.296
S10011,45.474033,-73.548876,150257,34.296
S10011,45.473917,-73.548868,150258,34.309
S10011,45.473802,-73.548854,150259,34.321
S10011,45.473688,-73.548832,150260,34.334
S10011,45.473688,-73.548832,150261,34.334
S10011,45.473573,-73.548803,150262,34.347
S10011,45.473461,-73.548764,150263,34.360
S10011,45.473349,-73.548719,150264,34.373
S10011,45.473349,-73.548719,150265,34.373
S10011,45.473232,-73.548663,150266,34.386
S10011,45.473117,-73.548599,150267,34.400
S10011,45.473005,-73.548526,150268,34.414
S10011,45.472895,-73.548445,150269,34.428
S10011,45.472789,-73.548357,150270,34.441
S10011,45.472789,-73.548357,150271,34.441
S10011,45.472674,-73.548252,150272,34.456
S10011,45.472563,-73.548138,150273,34.472
S10011,45.472456,-73.548018,150274,34.487
S10011,45.472456,-73.548018,150275,34.487
S10011,45.472300,-73.547831,150276,34.510
S10011,45.472145,-73.547640,150277,34.532
S10011,45.472145,-73.547640,150278,34.532
S10011,45.471588,-73.546945,150279,34.615
S10011,45.471444,-73.546762,150280,34.636
S10011,45.471301,-73.546576,150281,34.658
S10011,45.471301,-73.546576,150282,34.658
S10011,45.471209,-73.546450,150283,34.672
S10011,45.471120,-73.546315,150284,34.686
S10011,45.471037,-73.546177,150285,34.701
S10011,45.471037,-73.546177,150286,34.701
S10011,45.470958,-73.546033,150287,34.715
S10011,45.470884,-73.545883,150288,34.729
S10011,45.470817,-73.545728,150289,34.743
S10011,45.470817,-73.545728,150290,34.743
S10011,45.470755,-73.545567,150291,34.758
S10011,45.470700,-73.545403,150292,34.772
S10011,45.470650,-73.545234,150293,34.786
S10011,45.470650,-73.545234,150294,34.786
S10011,45.470613,-73.545083,150295,34.799
S10011,45.470579,-73.544930,150296,34.811
S10011,45.470552,-73.544774,150297,34.824
S10011,45.470552,-73.544774,150298,34.824
S10011,45.470526,-73.544595,150299,34.838
S10011,45.470506,-73.544413,150300,34.853
S10011,45.470491,-73.544232,150301,34.867
S10011,45.470491,-73.544232,150302,34.867
S10011,45.470475,-73.543958,150303,34.889
S10011,45.470462,-73.543684,150304,34.910
S10011,45.470462,-73.543684,150305,34.910
S10011,45.470356,-73.541272,150306,35.099
S10011,45.470347,-73.541074,150307,35.114
S10011,45.470347,-73.541074,150308,35.114
S10011,45.470339,-73.540877,150309,35.130
S10011,45.470339,-73.540877,150310,35.130
S10011,45.470329,-73.540503,150311,35.159
S10011,45.470329,-73.540503,150312,35.159
S10011,45.470325,-73.540305,150313,35.175
S10011,45.470325,-73.540305,150314,35.175
S10011,45.470323,-73.540107,150315,35.190
S10011,45.470323,-73.540107,150316,35.190
S10011,45.470319,-73.539772,150317,35.216
S10011,45.470305,-73.538547,150318,35.312
S10011,45.470305,-73.538547,160001,35.312
S10011,45.470291,-73.537410,160002,35.401
S10011,45.470285,-73.536860,160003,35.444
S10011,45.470277,-73.536080,160004,35.505
S10011,45.470265,-73.535343,160005,35.563
S10011,45.470265,-73.535343,160006,35.563
S10011,45.470251,-73.534560,160007,35.624
S10011,45.470246,-73.534296,160008,35.645
S10011,45.470246,-73.534296,160009,35.645
S10011,45.470223,-73.532991,160010,35.746
S10011,45.470192,-73.531686,160011,35.849
S10011,45.470157,-73.530383,160012,35.951
S10011,45.470114,-73.529080,160013,36.053
S10011,45.470066,-73.527777,160014,36.155
S10011,45.470010,-73.526474,160015,36.257
S10011,45.469949,-73.525172,160016,36.359
S10011,45.469881,-73.523871,160017,36.461
S10011,45.469808,-73.522570,160018,36.563
S10011,45.469727,-73.521270,160019,36.665
S10011,45.469641,-73.519971,160020,36.767
S10011,45.469548,-73.518673,160021,36.869
S10011,45.469449,-73.517375,160022,36.971
S10011,45.469449,-73.517375,160023,36.971
S10011,45.469449,-73.517375,160024,36.971
S10011,45.469382,-73.516548,160025,37.036
S10011,45.469313,-73.515722,160026,37.101
S10011,45.469313,-73.515722,160027,37.101
S10011,45.469242,-73.514894,160028,37.166
S10011,45.469167,-73.514068,160029,37.231
S10011,45.469167,-73.514068,160030,37.231
S10011,45.469091,-73.513243,160031,37.297
S10011,45.469012,-73.512417,160032,37.362
S10011,45.469012,-73.512417,160033,37.362
S10011,45.468930,-73.511592,160034,37.427
S10011,45.468846,-73.510768,160035,37.492
S10011,45.468846,-73.510768,160036,37.492
S10011,45.468639,-73.508781,160037,37.649
S10011,45.468433,-73.506795,160038,37.806
S10011,45.468226,-73.504807,160039,37.963
S10011,45.468020,-73.502821,160040,38.120
S10011,45.467917,-73.501852,160041,38.197
S10011,45.467814,-73.500884,160042,38.273
S10011,45.467814,-73.500884,160043,38.273
S10011,45.467708,-73.499916,160044,38.350
S10011,45.467600,-73.498949,160045,38.426
S10011,45.467600,-73.498949,160046,38.426
S10011,45.467490,-73.497982,160047,38.503
S10011,45.467377,-73.497015,160048,38.580
S10011,45.467377,-73.497015,160049,38.580
S10011,45.467263,-73.496050,160050,38.656
S10011,45.467147,-73.495086,160051,38.733
S10011,45.467147,-73.495086,160052,38.733
S10011,45.467028,-73.494120,160053,38.809
S10011,45.466908,-73.493156,160054,38.886
S10011,45.466908,-73.493156,160055,38.886
S10011,45.466737,-73.491816,160056,38.992
S10011,45.466561,-73.490475,160057,39.099
S10011,45.466382,-73.489135,160058,39.206
S10011,45.466382,-73.489135,160059,39.206
S10011,45.466268,-73.488303,160060,39.272
S10011,45.466268,-73.488303,160061,39.272
S10011,45.466153,-73.487470,160062,39.338
S10011,45.466153,-73.487470,160063,39.338
S10011,45.466059,-73.486798,160064,39.392
S10011,45.465966,-73.486125,160065,39.446
S10011,45.465914,-73.485748,160066,39.476
S10011,45.465865,-73.485371,160067,39.506
S10011,45.465865,-73.485371,160068,39.506
S10011,45.465784,-73.484715,160069,39.558
S10011,45.465710,-73.484056,160070,39.610
S10011,45.465641,-73.483397,160071,39.662
S10011,45.465580,-73.482736,160072,39.714
S10011,45.465525,-73.482075,160073,39.766
S10011,45.465525,-73.482075,160074,39.766
S10011,45.465317,-73.479433,160075,39.974
S10011,45.465295,-73.479147,160076,39.996
S10011,45.465295,-73.479147,160077,39.996
S10011,45.465267,-73.478764,160078,40.027
S10011,45.465242,-73.478382,160079,40.057
S10011,45.465242,-73.478382,160080,40.057
S10011,45.465201,-73.477702,160081,40.110
S10011,45.465194,-73.477555,160082,40.121
S10011,45.465170,-73.477067,160083,40.160
S10011,45.465167,-73.477021,160084,40.163
S10011,45.465140,-73.476339,160085,40.217
S10011,45.465140,-73.476339,160086,40.217
S10011,45.465080,-73.474671,160087,40.347
S10011,45.465070,-73.474397,160088,40.369
S10011,45.465052,-73.473947,160089,40.404
S10011,45.465052,-73.473947,160090,40.404
S10011,45.465030,-73.473497,160091,40.439
S10011,45.465030,-73.473497,160092,40.439
S10011,45.465018,-73.473263,160093,40.458
S10011,45.465018,-73.473263,160094,40.458
S10011,45.464997,-73.472901,160095,40.486
S10011,45.464961,-73.472262,160096,40.536
S10011,45.464944,-73.471900,160097,40.565
S10011,45.464929,-73.471538,160098,40.593
S10011,45.464929,-73.471538,160099,40.593
S10011,45.464925,-73.471405,160100,40.604
S10011,45.464879,-73.470190,160101,40.699
S10011,45.464879,-73.470190,170001,40.699
S10011,45.464843,-73.469227,170002,40.774
S10011,45.464842,-73.469194,170003,40.777
S10011,45.464837,-73.469047,170004,40.788
S10011,45.464837,-73.469047,170005,40.788
S10011,45.464831,-73.468900,170006,40.800
S10011,45.464831,-73.468900,170007,40.800
S10011,45.464825,-73.468662,170008,40.818
S10011,45.464819,-73.468423,170009,40.837
S10011,45.464819,-73.468423,170010,40.837
S10011,45.464818,-73.468276,170011,40.849
S10011,45.464818,-73.468276,170012,40.849
S10011,45.464816,-73.468129,170013,40.860
S10011,45.464816,-73.468129,170014,40.860
S10011,45.464811,-73.467757,170015,40.889
S10011,45.464804,-73.467154,170016,40.936
S10011,45.464802,-73.467007,170017,40.948
S10011,45.464802,-73.467007,170018,40.948
S10011,45.464799,-73.466860,170019,40.959
S10011,45.464799,-73.466860,170020,40.959
S10011,45.464795,-73.466622,170021,40.978
S10011,45.464787,-73.466383,170022,40.996
S10011,45.464787,-73.466383,170023,40.996
S10011,45.464783,-73.466238,170024,41.008
S10011,45.464783,-73.466238,170025,41.008
S10011,45.464777,-73.466090,170026,41.019
S10011,45.464777,-73.466090,170027,41.019
S10011,45.464761,-73.465648,170028,41.054
S10011,45.464745,-73.465206,170029,41.089
S10011,45.464691,-73.463793,170030,41.199
S10011,45.464668,-73.463153,170031,41.249
S10011,45.464644,-73.462515,170032,41.299
S10011,45.464633,-73.462221,170033,41.322
S10011,45.464613,-73.461736,170034,41.360
S10011,45.464613,-73.461736,170035,41.360
S10011,45.464601,-73.461493,170036,41.379
S10011,45.464585,-73.461252,170037,41.398
S10011,45.464585,-73.461252,170038,41.398
S10011,45.464560,-73.460954,170039,41.422
S10011,45.464527,-73.460657,170040,41.445
S10011,45.464489,-73.460362,170041,41.469
S10011,45.464443,-73.460068,170042,41.492
S10011,45.464392,-73.459776,170043,41.516
S10011,45.464333,-73.459487,170044,41.539
S10011,45.464268,-73.459201,170045,41.563
S10011,45.464197,-73.458918,170046,41.587
S10011,45.464197,-73.458918,170047,41.587
S10011,45.464140,-73.458710,170048,41.604
S10011,45.464080,-73.458504,170049,41.621
S10011,45.464016,-73.458299,170050,41.639
S10011,45.464016,-73.458299,170051,41.639
S10011,45.463949,-73.458097,170052,41.656
S10011,45.463878,-73.457898,170053,41.674
S10011,45.463804,-73.457700,170054,41.691
S10011,45.463804,-73.457700,170055,41.691
S10011,45.463727,-73.457505,170056,41.709
S10011,45.463647,-73.457314,170057,41.726
S10011,45.463563,-73.457123,170058,41.744
S10011,45.463563,-73.457123,170059,41.744
S10011,45.463476,-73.456938,170060,41.761
S10011,45.463387,-73.456754,170061,41.779
S10011,45.463293,-73.456574,170062,41.796
S10011,45.463293,-73.456574,170063,41.796
S10011,45.463189,-73.456382,170064,41.815
S10011,45.463082,-73.456193,170065,41.834
S10011,45.462971,-73.456009,170066,41.853
S10011,45.462857,-73.455828,170067,41.872
S10011,45.462857,-73.455828,170068,41.872
S10011,45.462740,-73.455652,170069,41.891
S10011,45.462619,-73.455480,170070,41.910
S10011,45.462619,-73.455480,170071,41.910
S10011,45.462376,-73.455138,170072,41.948
S10011,45.462376,-73.455138,170073,41.948
S10011,45.459713,-73.451444,170074,42.362
S10011,45.459294,-73.450864,170075,42.427
S10011,45.458876,-73.450283,170076,42.492
S10011,45.458684,-73.450016,170077,42.521
S10011,45.458409,-73.449634,170078,42.564
S10011,45.458136,-73.449251,170079,42.607
S10011,45.458136,-73.449251,170080,42.607
S10011,45.457346,-73.448130,170081,42.731
S10011,45.456759,-73.447302,170082,42.823
S10011,45.456759,-73.447302,170083,42.823
S10011,45.456382,-73.446776,170084,42.881
S10011,45.456382,-73.446776,170085,42.881
S10011,45.456138,-73.446435,170086,42.919
S10011,45.455893,-73.446095,170087,42.958
S10011,45.455694,-73.445820,170088,42.988
S10011,45.455694,-73.445820,170089,42.988
S10011,45.455495,-73.445548,170090,43.019
S10011,45.455495,-73.445548,170091,43.019
S10011,45.455248,-73.445215,170092,43.057
S10011,45.455001,-73.444881,170093,43.095
S10011,45.454671,-73.444434,170094,43.145
S10011,45.454516,-73.444223,170095,43.169
S10011,45.454516,-73.444223,170096,43.169
S10011,45.454216,-73.443809,170097,43.216
S10011,45.454216,-73.443809,170098,43.216
S10011,45.453762,-73.443174,170099,43.286
S10011,45.453309,-73.442539,170100,43.357
S10011,45.452883,-73.441945,170101,43.423
S10011,45.452883,-73.441945,170102,43.423
S10011,45.452429,-73.441313,170103,43.494
S10011,45.451214,-73.439625,170104,43.683
S10011,45.450441,-73.438552,170105,43.803
S10011,45.449482,-73.437218,170106,43.952
S10011,45.449202,-73.436835,170107,43.995
S10011,45.448918,-73.436457,170108,44.039
S10011,45.448918,-73.436457,170109,44.039
S10011,45.448153,-73.435453,170110,44.154
S10011,45.447903,-73.435121,170111,44.193
S10011,45.447655,-73.434784,170112,44.231
S10011,45.447655,-73.434784,170113,44.231
S10011,45.447426,-73.434464,170114,44.266
S10011,45.447426,-73.434464,170115,44.266
S10011,45.447271,-73.434245,170116,44.291
S10011,45.446857,-73.433660,170117,44.355
S10011,45.446857,-73.433660,180001,44.355
S10011,45.446456,-73.433094,180002,44.418
S10011,45.446393,-73.433003,180003,44.428
S10011,45.446393,-73.433003,180004,44.428
S10011,45.446329,-73.432912,180005,44.438
S10011,45.446329,-73.432912,180006,44.438
S10011,45.446208,-73.432734,180007,44.458
S10011,45.446089,-73.432551,180008,44.477
S10011,45.445973,-73.432366,180009,44.496
S10011,45.445973,-73.432366,180010,44.496
S10011,45.445871,-73.432195,180011,44.514
S10011,45.445770,-73.432021,180012,44.532
S10011,45.445770,-73.432021,180013,44.532
S10011,45.445714,-73.431921,180014,44.542
S10011,45.445714,-73.431921,180015,44.542
S10011,45.445658,-73.431822,180016,44.552
S10011,45.445658,-73.431822,180017,44.552
S10011,45.444752,-73.430191,180018,44.714
S10011,45.444417,-73.429590,180019,44.774
S10011,45.444038,-73.428910,180020,44.842
S10011,45.443916,-73.428689,180021,44.864
S10011,45.443793,-73.428468,180022,44.886
S10011,45.443670,-73.428247,180023,44.908
S10011,45.443547,-73.428027,180024,44.930
S10011,45.443066,-73.427161,180025,45.016
S10011,45.442883,-73.426838,180026,45.049
S10011,45.442883,-73.426838,180027,45.049
S10011,45.442819,-73.426733,180028,45.059
S10011,45.442753,-73.426633,180029,45.070
S10011,45.442684,-73.426534,180030,45.081
S10011,45.442684,-73.426534,180031,45.081
S10011,45.442594,-73.426415,180032,45.095
S10011,45.442498,-73.426303,180033,45.109
S10011,45.442399,-73.426200,180034,45.122
S10011,45.442295,-73.426103,180035,45.136
S10011,45.442188,-73.426015,180036,45.150
S10011,45.442078,-73.425936,180037,45.164
S10011,45.441965,-73.425865,180038,45.177
S10011,45.441965,-73.425865,180039,45.177
S10011,45.441965,-73.425865,180040,45.177
S10011,45.441854,-73.425805,180041,45.191
S10011,45.441742,-73.425756,180042,45.204
S10011,45.441742,-73.425756,180043,45.204
S10011,45.441628,-73.425714,180044,45.217
S10011,45.441511,-73.425679,180045,45.230
S10011,45.441511,-73.425679,180046,45.230
S10011,45.441394,-73.425654,180047,45.243
S10011,45.441277,-73.425639,180048,45.256
S10011,45.441277,-73.425639,180049,45.256
S10011,45.441160,-73.425631,180050,45.269
S10011,45.441041,-73.425633,180051,45.283
S10011,45.441041,-73.425633,180052,45.283
S10011,45.440923,-73.425643,180053,45.296
S10011,45.440806,-73.425662,180054,45.309
S10011,45.440806,-73.425662,180055,45.309
S10011,45.440689,-73.425689,180056,45.322
S10011,45.440574,-73.425727,180057,45.335
S10011,45.440574,-73.425727,180058,45.335
S10011,45.440460,-73.425771,180059,45.348
S10011,45.440348,-73.425825,180060,45.361
S10011,45.440348,-73.425825,180061,45.361
S10011,45.440238,-73.425887,180062,45.374
S10011,45.440131,-73.425957,180063,45.388
S10011,45.440131,-73.425957,180064,45.388
S10011,45.440021,-73.426039,180065,45.401
S10011,45.439913,-73.426131,180066,45.416
S10011,45.439808,-73.426231,180067,45.429
S10011,45.439709,-73.426340,180068,45.443
S10011,45.439614,-73.426455,180069,45.457
S10011,45.439523,-73.426579,180070,45.471
S10011,45.439438,-73.426710,180071,45.485
S10011,45.439357,-73.426847,180072,45.499
S10011,45.439282,-73.426989,180073,45.513
S10011,45.439213,-73.427138,180074,45.527
S10011,45.439213,-73.427138,180075,45.527
S10011,45.439213,-73.427138,180076,45.527
S10011,45.439164,-73.427257,180077,45.538
S10011,45.439117,-73.427377,180078,45.549
S10011,45.439073,-73.427501,180079,45.559
S10011,45.439073,-73.427501,180080,45.559
S10011,45.438950,-73.427877,180081,45.592
S10011,45.438950,-73.427877,180082,45.592
S10011,45.438880,-73.428096,180083,45.611
S10011,45.438750,-73.428507,180084,45.646
S10011,45.438466,-73.429396,180085,45.722
S10011,45.438355,-73.429746,180086,45.752
S10011,45.438243,-73.430095,180087,45.782
S10011,45.438056,-73.430683,180088,45.833
S10012,45.438003,-73.430645,10001,0.000
S10012,45.438189,-73.430060,10002,0.050
S10012,45.438301,-73.429711,10003,0.080
S10012,45.438412,-73.429361,10004,0.110
S10012,45.438572,-73.428858,10005,0.153
S10012,45.438743,-73.428321,10006,0.200
S10012,45.438826,-73.428062,10007,0.222
S10012,45.438894,-73.427847,10008,0.240
S10012,45.439019,-73.427466,10009,0.273
S10012,45.439064,-73.427340,10010,0.284
S10012,45.439111,-73.427218,10011,0.295
S10012,45.439161,-73.427097,10012,0.306
S10012,45.439226,-73.426958,10013,0.319
S10012,45.439295,-73.426822,10014,0.332
S10012,45.439369,-73.426693,10015,0.345
S10012,45.439447,-73.426569,10016,0.358
S10012,45.439530,-73.426451,10017,0.371
S10012,45.439617,-73.426339,10018,0.384
S10012,45.439708,-73.426234,10019,0.397
S10012,45.439802,-73.426135,10020,0.410
S10012,45.439900,-73.426043,10021,0.423
S10012,45.440001,-73.425959,10022,0.436
S10012,45.440105,-73.425881,10023,0.449
S10012,45.440215,-73.425809,10024,0.463
S10012,45.440328,-73.425746,10025,0.476
S10012,45.440443,-73.425691,10026,0.490
S10012,45.440559,-73.425645,10027,0.503
S10012,45.440678,-73.425608,10028,0.517
S10012,45.440798,-73.425578,10029,0.530
S10012,45.440918,-73.425559,10030,0.544
S10012,45.441039,-73.425548,10031,0.557
S10012,45.441160,-73.425547,10032,0.571
S10012,45.441281,-73.425554,10033,0.584
S10012,45.441402,-73.425571,10034,0.598
S10012,45.441522,-73.425596,10035,0.611
S10012,45.441641,-73.425631,10036,0.625
S10012,45.441758,-73.425674,10037,0.638
S10012,45.441874,-73.425726,10038,0.651
S10012,45.441987,-73.425787,10039,0.665
S10012,45.442100,-73.425858,10040,0.679
S10012,45.442209,-73.425935,10041,0.692
S10012,45.442316,-73.426022,10042,0.706
S10012,45.442419,-73.426117,10043,0.720
S10012,45.442519,-73.426219,10044,0.733
S10012,45.442614,-73.426329,10045,0.747
S10012,45.442698,-73.426435,10046,0.759
S10012,45.442779,-73.426546,10047,0.772
S10012,45.442857,-73.426662,10048,0.784
S10012,45.442931,-73.426782,10049,0.797
S10012,45.443075,-73.427027,10050,0.822
S10012,45.443216,-73.427276,10051,0.847
S10012,45.443601,-73.427967,10052,0.916
S10012,45.443723,-73.428188,10053,0.938
S10012,45.443846,-73.428409,10054,0.960
S10012,45.443969,-73.428630,10055,0.982
S10012,45.444092,-73.428851,10056,1.004
S10012,45.444470,-73.429531,10057,1.072
S10012,45.444805,-73.430133,10058,1.132
S10012,45.445218,-73.430875,10059,1.206
S10012,45.445335,-73.431086,10060,1.227
S10012,45.445454,-73.431294,10061,1.248
S10012,45.445599,-73.431542,10062,1.273
S10012,45.445748,-73.431786,10063,1.298
S10012,45.445900,-73.432024,10064,1.323
S10012,45.446056,-73.432260,10065,1.349
S10012,45.446095,-73.432316,10066,1.355
S10012,45.446227,-73.432506,10067,1.376
S10012,45.446361,-73.432696,10068,1.397
S10012,45.446437,-73.432802,10069,1.409
S10012,45.446947,-73.433524,10070,1.489
S10012,45.446947,-73.433524,20001,1.489
S10012,45.447363,-73.434112,20002,1.554
S10012,45.447512,-73.434322,20003,1.577
S10012,45.447746,-73.434652,20004,1.614
S10012,45.447961,-73.434959,20005,1.648
S10012,45.448657,-73.435946,20006,1.757
S10012,45.448925,-73.436324,20007,1.799
S10012,45.449193,-73.436700,20008,1.841
S10012,45.450485,-73.438494,20009,2.042
S10012,45.451257,-73.439568,20010,2.162
S10012,45.452472,-73.441256,20011,2.350
S10012,45.452925,-73.441885,20012,2.421
S10012,45.453351,-73.442479,20013,2.487
S10012,45.453804,-73.443114,20014,2.558
S10012,45.454258,-73.443749,20015,2.629
S10012,45.454559,-73.444166,20016,2.675
S10012,45.454711,-73.444372,20017,2.699
S10012,45.455047,-73.444826,20018,2.750
S10012,45.455291,-73.445157,20019,2.788
S10012,45.455536,-73.445487,20020,2.825
S10012,45.455736,-73.445759,20021,2.856
S10012,45.455935,-73.446033,20022,2.887
S10012,45.456179,-73.446375,20023,2.925
S10012,45.456424,-73.446716,20024,2.963
S10012,45.456804,-73.447247,20025,3.022
S10012,45.457388,-73.448070,20026,3.114
S10012,45.458179,-73.449191,20027,3.238
S10012,45.458452,-73.449574,20028,3.280
S10012,45.458725,-73.449956,20029,3.323
S10012,45.458895,-73.450193,20030,3.349
S10012,45.459336,-73.450803,20031,3.418
S10012,45.459776,-73.451414,20032,3.486
S10012,45.462501,-73.455194,20033,3.909
S10012,45.462745,-73.455534,20034,3.947
S10012,45.462864,-73.455708,20035,3.966
S10012,45.462982,-73.455886,20036,3.986
S10012,45.463076,-73.456033,20037,4.001
S10012,45.463167,-73.456184,20038,4.017
S10012,45.463295,-73.456407,20039,4.039
S10012,45.463418,-73.456636,20040,4.062
S10012,45.463536,-73.456870,20041,4.084
S10012,45.463649,-73.457109,20042,4.107
S10012,45.463756,-73.457353,20043,4.129
S10012,45.463858,-73.457603,20044,4.152
S10012,45.463954,-73.457857,20045,4.174
S10012,45.464045,-73.458114,20046,4.197
S10012,45.464130,-73.458376,20047,4.219
S10012,45.464208,-73.458641,20048,4.242
S10012,45.464281,-73.458910,20049,4.264
S10012,45.464348,-73.459182,20050,4.287
S10012,45.464407,-73.459447,20051,4.309
S10012,45.464459,-73.459715,20052,4.330
S10012,45.464507,-73.459984,20053,4.352
S10012,45.464549,-73.460257,20054,4.374
S10012,45.464584,-73.460530,20055,4.396
S10012,45.464614,-73.460805,20056,4.418
S10012,45.464638,-73.461082,20057,4.439
S10012,45.464654,-73.461323,20058,4.458
S10012,45.464666,-73.461566,20059,4.477
S10012,45.464686,-73.462052,20060,4.516
S10012,45.464703,-73.462511,20061,4.551
S10012,45.464727,-73.463149,20062,4.601
S10012,45.464750,-73.463787,20063,4.652
S10012,45.464803,-73.465202,20064,4.762
S10012,45.464819,-73.465628,20065,4.796
S10012,45.464835,-73.466055,20066,4.829
S10012,45.464850,-73.466422,20067,4.858
S10012,45.464867,-73.466787,20068,4.886
S10012,45.464873,-73.466924,20069,4.897
S10012,45.464913,-73.467750,20070,4.962
S10012,45.464934,-73.468177,20071,4.995
S10012,45.464951,-73.468544,20072,5.024
S10012,45.464965,-73.468911,20073,5.053
S10012,45.464976,-73.469218,20074,5.077
S10012,45.465012,-73.470171,20075,5.152
S10012,45.465012,-73.470171,30001,5.152
S10012,45.465058,-73.471395,30002,5.247
S10012,45.465062,-73.471523,30003,5.257
S10012,45.465075,-73.471908,30004,5.287
S10012,45.465086,-73.472291,30005,5.317
S10012,45.465096,-73.472894,30006,5.364
S10012,45.465104,-73.473353,30007,5.400
S10012,45.465104,-73.473353,30008,5.400
S10012,45.465107,-73.473492,30009,5.411
S10012,45.465107,-73.473492,30010,5.411
S10012,45.465117,-73.473933,30011,5.446
S10012,45.465117,-73.473933,30012,5.446
S10012,45.465131,-73.474376,30013,5.480
S10012,45.465141,-73.474667,30014,5.503
S10012,45.465199,-73.476272,30015,5.629
S10012,45.465199,-73.476272,30016,5.629
S10012,45.465208,-73.476496,30017,5.646
S10012,45.465227,-73.476974,30018,5.684
S10012,45.465262,-73.477675,30019,5.739
S10012,45.465284,-73.478033,30020,5.767
S10012,45.465305,-73.478374,30021,5.794
S10012,45.465305,-73.478374,30022,5.794
S10012,45.465331,-73.478757,30023,5.824
S10012,45.465358,-73.479138,30024,5.854
S10012,45.465358,-73.479138,30025,5.854
S10012,45.465375,-73.479359,30026,5.871
S10012,45.465585,-73.482019,30027,6.080
S10012,45.465585,-73.482019,30028,6.080
S10012,45.465641,-73.482689,30029,6.133
S10012,45.465703,-73.483356,30030,6.186
S10012,45.465773,-73.484023,30031,6.239
S10012,45.465848,-73.484689,30032,6.291
S10012,45.465930,-73.485353,30033,6.344
S10012,45.465930,-73.485353,30034,6.344
S10012,45.465976,-73.485708,30035,6.372
S10012,45.466025,-73.486062,30036,6.401
S10012,45.466122,-73.486758,30037,6.456
S10012,45.466219,-73.487452,30038,6.511
S10012,45.466219,-73.487452,30039,6.511
S10012,45.466334,-73.488285,30040,6.578
S10012,45.466334,-73.488285,30041,6.578
S10012,45.466447,-73.489117,30042,6.644
S10012,45.466447,-73.489117,30043,6.644
S10012,45.466628,-73.490458,30044,6.751
S10012,45.466802,-73.491800,30045,6.857
S10012,45.466974,-73.493143,30046,6.964
S10012,45.466974,-73.493143,30047,6.964
S10012,45.467095,-73.494106,30048,7.041
S10012,45.467213,-73.495071,30049,7.117
S10012,45.467213,-73.495071,30050,7.117
S10012,45.467330,-73.496036,30051,7.194
S10012,45.467444,-73.497003,30052,7.271
S10012,45.467444,-73.497003,30053,7.271
S10012,45.467556,-73.497968,30054,7.347
S10012,45.467666,-73.498935,30055,7.424
S10012,45.467666,-73.498935,30056,7.424
S10012,45.467774,-73.499903,30057,7.500
S10012,45.467881,-73.500870,30058,7.577
S10012,45.467881,-73.500870,30059,7.577
S10012,45.467984,-73.501839,30060,7.653
S10012,45.468086,-73.502807,30061,7.730
S10012,45.468293,-73.504795,30062,7.887
S10012,45.468499,-73.506781,30063,8.044
S10012,45.468705,-73.508768,30064,8.201
S10012,45.468912,-73.510754,30065,8.358
